application,approval,uid,gender,bal,prod_list,item,seq_len,label,brand_id,prod_id,age,mobile_level,item_price
1,1,163,1,60993,"75,71,99",98,3,1,794,48,45,3,351.49
0,1,238,1,53733,"92,40,77",70,3,1,273,24,45,2,579.3
0,0,329,1,24533,"96,26,83",75,3,1,228,11,18,2,872.89
1,1,703,2,44830,"59,71,61",23,3,1,643,69,25,3,1.8
0,1,961,1,11988,"89,7,61",2,3,1,610,11,27,4,255.92
1,1,1376,2,14952,"28,56,14",9,3,1,368,21,24,2,927.34
0,0,1177,1,83611,"74,85,94",64,3,1,865,65,23,2,804.65
1,0,1461,1,75837,"69,18,11",63,3,1,200,93,54,3,25.91
1,1,1541,2,13352,"95,71,44",2,3,1,851,17,22,4,141.69
1,1,1959,2,17889,"26,64,15",1,3,1,863,24,46,3,409.55
0,1,954,2,28372,"54,38,92",38,3,1,436,93,18,2,832.19
1,0,1583,1,70863,"67,54,51",35,3,1,530,80,59,2,561.37
0,1,886,2,61397,"98,93,94",3,3,1,35,31,36,4,924.42
1,1,1524,1,28348,"76,6,12",88,3,1,631,7,25,1,318.06
0,1,1965,1,87612,"68,0,82",58,3,1,752,18,18,1,221.02
1,0,571,1,20759,"4,49,12",39,3,1,202,81,50,1,274.13
0,0,843,2,82948,"93,19,25",73,3,1,73,34,43,3,871.24
0,1,1419,1,28806,"86,32,25",66,3,1,451,49,22,2,472.96
1,1,1944,2,98547,"30,15,63",59,3,1,989,27,27,3,915.26
1,0,469,1,43362,"35,24,57",27,3,1,778,87,40,2,606.65
1,1,852,2,41641,"70,40,96",95,3,1,23,77,43,3,10.04
0,0,669,2,96636,"8,23,15",24,3,1,38,36,57,2,769.83
0,1,347,1,23642,"81,59,65",96,3,1,778,75,25,1,822.21
0,1,225,1,12869,"21,17,16",68,3,1,150,77,24,3,310.86
1,0,1247,1,55952,"89,72,82",51,3,1,223,59,27,1,691.9
1,1,1715,1,71456,"9,21,73",14,3,1,726,0,43,1,718.87
0,1,558,1,47203,"60,99,73",55,3,1,132,99,51,1,205.12
0,1,1455,1,50797,"19,14,37",80,3,1,673,16,36,3,793.22
1,0,637,2,34802,"32,61,74",80,3,1,273,1,20,2,712.05
0,1,897,1,54705,"5,59,47",62,3,1,582,38,43,1,826.45
1,0,799,2,74029,"77,36,3",45,3,1,393,76,55,3,22.93
1,1,36,1,39732,"52,74,61",37,3,1,910,13,19,2,191.28
1,0,1837,2,65556,"2,43,13",52,3,1,521,89,19,2,903.8
0,0,212,1,88622,"78,33,66",82,3,1,84,85,29,1,190.95
1,1,1389,2,60603,"67,19,48",80,3,1,359,76,24,4,240.32
0,0,1209,2,24519,"60,15,6",27,3,1,292,78,52,1,977.24
0,1,1068,2,59106,"15,75,53",97,3,1,709,46,38,3,551.46
1,1,1213,1,70068,"86,95,2",35,3,1,382,50,35,1,346.73
0,1,1720,2,17673,"83,30,81",42,3,1,962,21,38,1,769.88
1,1,682,2,47667,"85,15,39",85,3,1,457,27,57,2,480.85
0,0,1551,2,10582,"32,36,29",6,3,1,455,79,43,1,176.77
1,1,677,1,55502,"23,59,41",70,3,1,501,19,39,4,565.75
0,1,355,1,72327,"30,78,58",33,3,1,161,30,40,3,288.11
0,1,1330,1,52403,"88,20,60",27,3,1,35,37,26,1,550.81
0,0,1692,1,20558,"67,21,80",73,3,1,441,71,55,4,48.05
1,1,864,1,49737,"30,65,13",32,3,1,539,19,35,4,214.34
1,1,409,2,88605,"93,98,94",50,3,1,557,51,45,3,716.28
1,0,333,2,35766,"97,65,22",33,3,1,243,78,41,3,638.75
1,0,710,2,86139,"53,76,55",41,3,1,448,52,19,1,460.18
1,1,494,1,47780,"81,68,29",26,3,1,127,41,19,1,814.43
0,0,423,1,63444,"27,32,3",22,3,1,787,50,38,4,991.2
0,1,1826,1,89257,"48,23,19",68,3,1,178,2,58,1,333.31
0,0,1900,2,37371,"55,47,67",29,3,1,837,99,26,3,368.49
0,1,322,2,26036,"13,22,7",6,3,1,529,3,46,1,458.56
0,1,913,1,76255,"26,84,39",57,3,1,670,50,31,1,691.5
0,0,599,2,79701,"87,0,11",38,3,1,363,86,33,2,93.5
1,0,1943,2,12298,"64,24,60",65,3,1,246,63,27,3,113.36
1,0,1477,1,53200,"86,34,63",67,3,1,88,52,48,3,342.68
0,1,1089,2,59426,"26,56,58",30,3,1,550,18,30,1,239.17
1,0,898,1,80427,"11,100,100",17,3,1,259,91,27,1,838.34
0,1,1865,1,98378,"93,15,73",86,3,1,209,98,42,2,141.55
1,0,1206,1,65226,"92,11,67",22,3,1,968,93,25,1,409.05
1,1,1452,1,85201,"0,77,7",41,3,1,711,81,47,4,122.43
1,0,812,1,21756,"48,3,17",63,3,1,430,30,39,4,820.1
1,1,1473,1,47048,"74,15,96",71,3,1,555,14,48,2,199.3
0,0,1552,2,79217,"65,93,38",56,3,1,608,28,32,2,414.97
1,0,1683,1,34113,"41,65,27",91,3,1,687,48,25,1,348.5
0,1,1736,1,38219,"20,10,67",74,3,1,415,85,34,2,963.12
1,1,609,2,45467,"84,11,58",6,3,1,159,75,36,2,958.64
1,1,1682,2,23167,"54,55,49",50,3,1,655,82,21,4,963.73
0,0,1980,2,49216,"86,85,37",67,3,1,990,1,35,1,991.94
1,1,1858,1,49995,"72,77,29",55,3,1,127,6,55,3,434.66
0,0,1447,2,31563,"32,52,91",37,3,1,119,97,51,1,559.26
0,1,528,2,62454,"89,22,83",40,3,1,114,86,43,1,86.68
0,1,1230,2,65620,"51,6,21",86,3,1,232,53,52,4,778.83
0,0,86,2,85967,"89,40,24",85,3,1,460,2,59,1,669.98
1,0,1919,2,64407,"2,24,45",92,3,1,657,86,51,4,991.96
0,0,694,1,74306,"13,68,27",19,3,1,96,34,35,3,722.14
1,1,679,1,17738,"66,91,56",60,3,1,369,6,45,4,97.73
0,0,1404,1,39144,"20,26,49",45,3,1,379,79,33,4,844.16
1,0,1407,1,40539,"70,72,76",36,3,1,273,8,21,3,685.39
0,0,1211,2,23308,"6,74,34",26,3,1,487,73,53,3,285.96
0,0,872,2,78375,"32,48,67",36,3,1,93,27,55,3,660.56
1,1,563,1,13664,"62,59,74",60,3,1,164,99,34,1,371.92
1,1,357,2,42605,"40,62,72",30,3,1,783,42,57,1,186.09
0,0,147,1,24003,"27,100,2",6,3,1,794,30,49,4,664.04
1,0,1393,1,75396,"43,74,27",18,3,1,157,22,49,4,323.48
1,0,1843,2,26988,"68,70,2",50,3,1,43,90,19,2,800.97
1,0,1379,2,93265,"56,84,70",74,3,1,724,46,50,1,425.35
0,1,1987,1,11620,"69,77,35",31,3,1,51,21,42,2,480.34
0,1,848,2,63952,"60,87,6",77,3,1,7,80,28,4,958.34
1,1,340,2,62677,"56,78,72",94,3,1,962,64,56,2,241.72
1,1,1469,2,98480,"54,39,53",35,3,1,166,89,21,3,81.54
1,0,612,2,93532,"51,1,26",98,3,1,244,98,53,3,924.32
1,1,755,2,52347,"36,85,40",100,3,1,566,37,19,2,978.07
1,0,853,2,84868,"62,98,10",6,3,1,347,99,29,1,430.56
1,1,1546,1,54514,"75,30,36",6,3,1,277,57,48,2,932.61
0,0,1303,1,36175,"69,100,7",59,3,1,336,85,21,4,576.83
0,0,1208,1,62598,"0,35,2",58,3,1,831,61,46,3,784.78
1,1,28,2,24946,"69,5,80",16,3,1,967,36,33,3,990.1
1,1,132,2,66723,"81,61,98",44,3,1,87,41,50,2,453.26
1,0,1591,1,22495,"85,35,87",77,3,1,452,81,29,3,438.56
1,1,940,1,31161,"70,96,36",34,3,1,855,78,22,3,616.59
1,1,1882,2,99538,"16,7,61",77,3,1,221,9,52,3,75.76
0,0,454,1,86197,"57,42,29",6,3,1,789,49,31,1,946.13
1,0,1353,2,88714,"10,65,28",42,3,1,428,60,40,4,462.47
0,1,707,2,85745,"27,81,95",69,3,1,740,71,25,2,776.67
1,0,1234,1,82054,"42,48,45",48,3,1,170,98,19,2,427.34
1,1,751,1,62502,"23,47,77",36,3,1,379,40,22,4,340.41
1,1,120,1,98581,"28,59,35",72,3,1,375,26,53,3,870.93
1,1,837,1,24646,"33,73,39",27,3,1,888,39,56,2,809.74
0,0,1272,2,33646,"96,60,44",54,3,1,153,31,31,1,970.86
0,1,811,2,51267,"20,73,33",31,3,1,421,71,32,3,600.65
0,0,615,2,16323,"26,88,11",98,3,1,244,17,37,1,823.57
0,1,998,1,22129,"49,68,82",29,3,1,943,61,35,2,34.98
1,1,849,1,16047,"18,54,87",64,3,1,849,42,18,1,766.38
0,1,1961,2,22451,"33,23,3",12,3,1,754,26,35,3,793.49
1,1,822,1,95884,"56,63,37",14,3,1,932,11,54,3,570.2
1,1,1483,2,60025,"83,8,86",84,3,1,90,47,30,4,785.08
0,1,1755,2,19827,"14,41,77",77,3,1,540,94,35,2,767.47
1,0,1136,2,31575,"38,90,61",75,3,1,390,17,34,4,907.32
0,0,402,1,45815,"98,66,9",68,3,1,400,56,22,1,619.91
0,1,248,1,53354,"5,18,59",70,3,1,958,55,29,1,677.23
0,1,1778,1,63260,"91,49,6",83,3,1,507,80,28,4,393.72
0,1,1522,2,62950,"45,53,24",62,3,1,126,42,33,3,791.89
0,0,441,2,30920,"66,2,74",47,3,1,900,93,55,2,177.83
1,1,935,1,15067,"67,30,97",41,3,1,43,33,23,4,691.08
0,0,124,1,32750,"43,72,33",13,3,1,991,19,46,1,211.23
1,1,626,2,57067,"90,18,14",21,3,1,43,68,22,4,279.23
1,0,1362,1,15374,"74,89,0",79,3,1,913,54,60,3,672.74
0,1,1221,2,85206,"7,30,74",10,3,1,680,41,36,3,826.11
0,1,1496,1,45079,"18,26,75",16,3,1,14,83,57,1,917.26
1,1,252,1,91244,"79,42,35",55,3,1,123,21,43,2,334.4
0,0,1006,1,38901,"42,48,94",37,3,1,997,40,28,3,267.14
1,0,1047,1,98399,"31,73,66",28,3,1,337,71,57,4,281.43
1,0,124,1,70230,"75,45,87",30,3,1,660,30,42,2,259.83
0,1,1702,1,65094,"53,95,8",61,3,1,772,39,22,3,689.32
1,1,1490,2,31781,"52,83,67",97,3,1,755,41,27,2,919.74
1,0,705,2,41990,"12,16,10",75,3,1,909,33,49,3,128.25
1,1,1642,2,66927,"83,49,20",24,3,1,2,93,53,4,542.32
1,0,1429,2,87944,"59,59,55",5,3,1,493,19,19,3,311.43
1,1,1348,2,30948,"72,38,42",67,3,1,23,31,46,3,532.93
1,1,1149,1,73557,"22,46,66",68,3,1,318,8,38,2,355.19
0,0,521,2,13716,"82,18,86",44,3,1,694,75,45,1,725.88
0,0,435,1,38496,"48,87,78",94,3,1,883,16,37,2,542.87
1,1,1070,1,77864,"41,70,54",85,3,1,511,30,58,2,133.11
0,1,1040,1,90147,"5,2,51",30,3,1,239,87,54,3,191.5
1,0,1616,2,95719,"37,28,56",55,3,1,651,75,21,2,441.23
1,0,1074,1,46583,"32,79,72",19,3,1,297,6,29,4,896.14
1,0,148,1,44651,"90,19,24",98,3,1,404,76,35,4,138.37
0,0,386,2,40351,"15,59,18",10,3,1,758,32,51,4,30.15
1,0,256,2,60834,"98,37,59",66,3,1,734,3,28,3,612.45
1,1,281,2,61256,"97,76,68",36,3,1,604,99,31,3,443.73
0,1,388,2,85403,"34,83,6",63,3,1,639,9,52,4,638.39
0,0,458,1,81221,"35,12,53",14,3,1,417,31,46,1,610.51
0,1,1706,2,31154,"42,82,92",76,3,1,795,73,57,4,340.08
0,0,1654,1,83808,"0,48,21",10,3,1,109,25,32,3,502.27
0,1,649,2,22153,"63,54,99",71,3,1,993,98,34,3,570.9
1,0,1831,2,64941,"28,92,24",100,3,1,18,97,47,3,847.27
1,0,72,2,17261,"37,31,48",69,3,1,273,40,52,4,331.16
0,1,1120,1,34173,"58,26,13",38,3,1,335,6,48,3,674.91
0,0,719,2,83972,"18,47,28",79,3,1,752,1,28,4,219.61
0,0,1652,2,26594,"92,77,40",45,3,1,939,82,58,1,970.83
1,0,1889,2,62268,"17,3,33",50,3,1,773,49,41,4,983.42
0,0,1133,2,79839,"5,45,5",32,3,1,72,96,43,2,237.48
1,0,154,1,68767,"23,95,54",99,3,1,703,45,59,3,377.37
1,1,141,1,22365,"10,72,73",55,3,1,754,47,58,1,843.73
0,1,974,2,59106,"18,68,88",75,3,1,860,15,33,1,396.82
1,0,190,2,11221,"51,80,39",100,3,1,434,85,20,2,766.78
1,1,666,1,31739,"82,72,43",9,3,1,577,34,27,1,927.21
1,1,1977,2,87657,"44,36,40",13,3,1,542,9,52,2,647.79
0,1,1453,1,22656,"26,17,77",8,3,1,53,52,39,3,18.57
1,0,513,1,42760,"23,31,93",92,3,1,433,49,60,2,277.67
0,0,1343,2,78401,"79,93,74",87,3,1,721,73,19,2,329.68
0,0,1956,1,52726,"48,27,20",59,3,1,336,24,50,1,532.54
1,0,1271,1,21087,"15,41,68",7,3,1,447,99,50,1,823.01
0,1,1561,1,29937,"33,37,76",45,3,1,873,93,59,1,328.49
0,0,131,2,10606,"50,98,42",43,3,1,303,12,20,1,990.51
0,1,871,1,38328,"94,46,39",92,3,1,305,92,44,4,257.27
0,1,713,2,98925,"14,56,74",8,3,1,879,62,27,3,286.41
1,1,1045,2,36826,"25,90,25",54,3,1,906,82,54,3,398.69
1,0,683,2,30026,"39,84,51",99,3,1,730,61,49,4,588.04
0,0,1739,1,98082,"86,97,15",33,3,1,598,88,32,2,696.36
0,1,49,2,92003,"50,83,93",49,3,1,165,69,60,2,0.76
1,1,1071,1,55436,"8,31,62",57,3,1,492,39,23,1,744.61
0,0,971,1,32696,"89,88,55",32,3,1,596,33,22,4,536.35
0,0,1431,1,97469,"34,12,40",65,3,1,891,30,31,1,870.66
1,1,221,2,74677,"95,53,3",39,3,1,299,97,58,2,285.99
0,0,1447,2,56414,"93,20,0",28,3,1,370,59,41,4,676.04
0,0,1494,1,41278,"80,35,1",88,3,1,124,71,25,3,837.64
1,0,1309,2,73535,"70,31,83",25,3,1,92,10,30,2,152.99
0,0,268,2,27325,"29,55,82",78,3,1,702,74,50,4,140.78
0,0,1092,1,37687,"55,31,14",20,3,1,988,79,41,3,632.87
1,0,384,1,13572,"71,71,29",27,3,1,597,53,55,3,999.3
0,1,1600,1,57192,"26,29,62",53,3,1,788,2,35,1,467.73
1,1,1863,2,12366,"5,33,19",36,3,1,610,63,52,3,333.89
0,0,558,2,64336,"96,61,18",41,3,1,359,84,31,3,218.47
0,0,1252,1,89935,"41,36,54",61,3,1,542,69,57,3,898.55
0,0,74,2,87327,"5,55,58",36,3,1,331,61,31,1,443.61
1,1,1479,2,23797,"66,10,25",23,3,1,838,47,47,3,803.53
0,0,168,2,55168,"18,100,40",49,3,1,769,99,29,1,235.97
0,0,853,1,64590,"2,57,41",47,3,1,760,50,36,3,962.81
0,0,72,2,96643,"6,55,93",68,3,1,142,31,57,1,817.48
1,1,538,1,80265,"40,15,95",37,3,1,712,20,41,4,187.24
0,1,201,2,95692,"7,81,23",73,3,1,743,17,32,2,408.93
0,0,1319,1,78147,"66,9,0",65,3,1,764,88,24,2,146.66
1,0,1353,1,64927,"6,40,75",49,3,1,670,3,20,1,511.65
1,1,442,1,43575,"70,90,90",15,3,1,552,85,43,3,764.98
1,0,1186,1,41074,"99,59,95",66,3,1,204,21,46,3,707.44
0,1,1900,2,28266,"17,58,100",57,3,1,111,13,60,3,423.86
1,1,1301,1,75185,"15,86,92",8,3,1,640,0,23,1,750.54
1,1,405,1,87544,"63,10,4",91,3,1,792,65,22,2,1.22
1,1,610,2,56419,"24,35,61",10,3,1,517,27,24,3,813.47
1,1,1843,2,53189,"75,16,36",5,3,1,887,68,29,4,501.46
1,0,1694,2,63146,"23,86,21",49,3,1,536,18,28,4,383.64
1,1,829,2,38898,"11,34,75",93,3,1,832,4,37,4,933.5
1,0,1496,1,29395,"42,76,76",29,3,1,886,0,50,1,359.64
1,1,1738,1,16840,"38,42,89",73,3,1,923,9,49,4,166.25
0,1,1756,2,20636,"78,51,68",84,3,1,787,20,28,1,617.14
0,0,1225,2,87735,"68,0,92",57,3,1,126,82,37,2,817.86
0,1,1667,1,29762,"43,14,96",41,3,1,291,64,55,1,335.4
0,1,1841,2,63383,"65,58,93",3,3,1,509,50,22,3,202.38
0,1,1931,1,41526,"79,73,26",100,3,1,335,59,35,2,719.13
1,1,1417,2,46006,"33,32,74",28,3,1,17,23,43,4,799.11
1,1,1435,2,27723,"17,81,22",54,3,1,458,0,28,4,546.77
1,0,925,2,87214,"58,30,65",37,3,1,875,0,54,1,609.93
1,0,1908,2,31775,"15,90,76",40,3,1,685,95,33,3,994.51
0,1,674,1,40862,"34,96,71",28,3,1,837,59,54,3,834.96
1,0,1255,1,35657,"19,27,36",12,3,1,866,97,26,4,898.48
1,1,1363,1,27345,"44,30,16",86,3,1,4,56,51,4,377.11
1,1,954,2,43307,"14,8,55",31,3,1,858,27,51,4,122.1
1,1,1852,2,58352,"94,24,6",15,3,1,253,84,45,2,262.15
0,0,489,2,44514,"48,84,60",93,3,1,164,23,26,4,717.67
0,0,1081,2,45336,"92,2,20",62,3,1,662,98,28,3,31.15
1,1,63,1,75646,"9,92,96",48,3,1,576,35,42,1,236.82
0,1,401,1,61747,"5,16,52",4,3,1,756,53,50,3,954.4
0,0,1997,2,13609,"91,35,51",54,3,1,131,16,53,1,298.82
0,0,661,2,87886,"72,91,52",76,3,1,849,57,26,4,755.28
0,0,1397,2,25494,"7,31,24",59,3,1,103,52,25,3,583.69
0,1,464,2,48851,"88,69,91",74,3,1,396,12,33,4,712.91
1,0,1697,2,22036,"34,69,92",56,3,1,941,9,49,2,352.48
1,0,384,1,61076,"61,21,0",56,3,1,511,74,29,3,83.73
0,1,1672,1,16254,"64,96,62",72,3,1,858,30,58,2,289.51
1,0,512,1,15290,"82,14,95",8,3,1,593,28,38,1,694.48
1,1,749,2,99407,"60,35,41",95,3,1,343,48,53,4,502.43
1,0,417,1,56997,"81,55,91",2,3,1,523,15,45,4,575.85
0,1,288,2,65440,"96,2,63",67,3,1,315,22,47,4,888.93
1,1,831,2,34874,"3,9,3",23,3,1,789,99,40,4,694.11
0,1,1020,1,21931,"96,29,83",18,3,1,187,1,48,4,865.89
0,0,69,2,70687,"52,2,54",87,3,1,720,20,47,3,892.8
1,1,1983,2,91762,"98,0,65",63,3,1,29,20,41,4,496.57
0,0,144,2,82503,"70,20,13",73,3,1,476,6,34,2,837.76
0,1,1428,1,79221,"31,52,66",68,3,1,403,7,20,1,728.57
1,0,595,2,63988,"8,29,67",47,3,1,736,37,31,3,174.06
1,1,166,1,26183,"36,42,2",77,3,1,743,14,21,4,238.25
1,0,1692,1,34192,"43,24,53",41,3,1,910,84,59,2,146.05
1,1,1968,1,18258,"8,26,11",73,3,1,60,28,50,4,805.83
0,1,280,2,77201,"46,3,35",14,3,1,287,75,23,3,5.73
0,1,1405,1,29410,"55,95,37",78,3,1,786,20,36,3,193.99
0,1,915,1,24081,"16,62,71",74,3,1,991,44,26,3,135.29
1,0,480,1,98628,"94,21,65",1,3,1,126,5,42,3,148
0,1,1688,2,90047,"65,87,79",27,3,1,938,57,55,3,715.18
1,1,1129,1,45400,"29,22,23",43,3,1,43,65,48,1,561.07
1,0,1139,2,16560,"62,45,39",76,3,1,341,0,31,2,147.77
0,0,1140,1,52352,"61,56,14",98,3,1,891,1,50,2,586.51
0,1,1346,2,13474,"69,93,41",97,3,1,98,48,40,1,883.3
1,1,696,2,93680,"4,55,27",21,3,1,439,2,48,4,170.27
1,0,953,2,60880,"88,92,58",47,3,1,395,26,35,2,296.3
1,1,1031,2,64625,"93,72,61",44,3,1,136,86,22,1,347.94
1,0,1582,1,96177,"54,59,87",92,3,1,280,59,49,3,186.51
0,0,421,2,55054,"80,71,63",57,3,1,520,93,22,4,276.89
1,0,516,1,45788,"61,92,42",42,3,1,562,76,40,2,97.41
1,0,1482,1,87755,"51,6,5",14,3,1,900,43,44,3,604.09
0,1,1198,1,21907,"6,91,58",8,3,1,656,51,56,4,911.31
1,1,1239,1,45152,"98,78,48",18,3,1,97,48,33,2,410.77
1,0,1177,1,24054,"96,13,89",17,3,1,533,17,37,2,73.73
0,0,138,1,67498,"19,6,2",54,3,1,948,32,36,3,677.98
1,0,471,1,52992,"100,66,15",79,3,1,530,65,35,1,9.95
1,1,1194,2,78486,"7,48,59",35,3,1,526,54,37,1,687.52
1,1,1106,1,10246,"64,33,85",50,3,1,447,22,34,3,385.46
1,1,1662,1,20635,"42,19,74",31,3,1,200,0,28,4,659.11
1,0,1703,2,59310,"15,20,17",85,3,1,535,67,55,1,727.05
0,1,1945,2,12758,"87,25,19",84,3,1,470,81,56,3,204.25
0,0,1128,1,12383,"76,77,31",25,3,1,801,25,48,1,67.66
0,0,1517,1,19967,"91,45,85",90,3,1,237,98,30,1,545.15
1,0,760,2,50277,"92,2,60",19,3,1,811,4,22,4,937.17
1,1,271,2,20075,"91,83,85",99,3,1,600,36,55,2,470.7
1,1,380,1,73077,"41,97,59",92,3,1,986,90,59,3,215.36
0,0,1137,1,37739,"81,23,91",82,3,1,914,49,53,2,370.66
1,1,517,2,83616,"7,85,100",3,3,1,988,11,51,2,531.99
0,0,1474,1,74791,"67,76,17",100,3,1,855,18,32,3,483.19
1,1,1434,1,79804,"91,1,34",18,3,1,961,36,23,3,536.42
0,0,636,2,91944,"99,42,33",84,3,1,877,99,24,3,555.35
1,1,326,1,30208,"38,2,2",76,3,1,844,34,34,3,122.05
1,1,630,1,69570,"28,18,55",63,3,1,64,44,51,2,755.1
0,1,1592,2,11824,"76,1,15",4,3,1,874,69,29,1,166.9
1,0,1569,2,62086,"21,77,36",53,3,1,33,38,37,2,770.3
0,0,305,1,31090,"54,57,71",82,3,1,133,92,57,1,37.38
0,0,1649,1,70749,"32,91,38",66,3,1,237,53,37,1,918.99
0,1,1161,2,16199,"60,3,22",18,3,1,178,99,51,2,673.19
0,1,1524,2,77988,"36,79,11",79,3,1,525,76,25,2,639.7
1,1,107,1,64885,"98,2,26",95,3,1,670,63,31,4,262.45
1,0,641,1,45149,"36,68,77",5,3,1,173,79,20,2,789.22
0,0,604,1,73197,"6,1,13",100,3,1,430,36,31,2,236.72
0,1,1881,2,23690,"85,4,60",87,3,1,917,33,29,1,929.52
1,0,84,2,88094,"27,15,21",76,3,1,50,98,56,1,308.84
1,1,1252,2,51924,"61,93,15",61,3,1,928,5,59,4,647.39
0,0,1762,1,88225,"38,34,74",52,3,1,787,46,58,3,818.56
0,1,1743,1,35349,"14,4,47",90,3,1,712,55,20,3,715.08
1,0,1032,2,89312,"73,33,41",56,3,1,150,87,38,1,109.12
0,0,1677,1,62099,"66,99,88",42,3,1,981,30,34,4,541.49
0,1,1187,2,24019,"53,58,20",1,3,1,149,2,41,3,202.19
1,0,427,1,63630,"19,2,34",78,3,1,747,41,46,4,148.37
0,0,1730,1,98418,"21,15,50",51,3,1,646,38,30,1,509.79
0,1,706,1,17546,"13,30,59",28,3,1,921,18,20,1,180.5
0,0,1691,2,60156,"31,33,3",13,3,1,212,32,32,3,415.7
0,1,997,2,68382,"46,7,56",31,3,1,173,9,34,3,906.85
0,0,372,1,45219,"99,73,14",29,3,1,789,78,57,3,84.93
1,0,320,2,38386,"64,70,8",21,3,1,903,39,44,1,146.59
0,0,690,2,29424,"46,4,18",46,3,1,898,57,31,3,396.18
0,1,1225,2,45849,"5,70,98",63,3,1,974,9,40,4,729.68
0,1,704,1,46824,"71,98,56",14,3,1,456,31,40,3,411.42
0,1,997,2,62373,"93,29,49",38,3,1,424,68,49,2,321.37
1,1,447,2,57334,"76,54,31",39,3,1,210,6,41,2,141.24
0,0,852,2,95500,"35,53,25",22,3,1,583,6,22,4,368.48
0,0,1526,1,76777,"41,97,24",44,3,1,351,3,32,2,126.92
0,0,109,2,87262,"6,99,36",86,3,1,755,19,56,2,350.1
0,1,589,2,65546,"100,3,59",45,3,1,289,33,53,3,457.23
1,1,453,2,73178,"93,27,70",29,3,1,186,70,46,2,860.81
1,1,1817,1,43564,"25,17,70",41,3,1,949,58,22,2,966.75
0,1,1197,2,22644,"32,22,89",94,3,1,603,77,57,1,461.07
1,0,1101,2,26336,"29,37,74",5,3,1,457,94,35,4,378.97
1,1,148,1,34261,"79,81,43",38,3,1,696,47,56,3,573.81
1,1,1110,1,90440,"38,51,2",97,3,1,459,95,48,1,802.92
1,0,1780,2,92266,"18,30,70",1,3,1,942,60,40,3,497.04
0,1,682,2,23873,"2,46,39",42,3,1,696,34,54,4,127.73
0,0,122,2,27835,"75,7,6",74,3,1,535,52,56,4,802.35
0,0,1594,1,14936,"0,83,69",7,3,1,660,36,33,3,319
1,0,1374,1,98032,"30,49,43",81,3,1,248,2,54,3,319.87
0,0,1265,2,14268,"54,94,52",35,3,1,537,54,56,1,414.69
0,0,1552,1,68965,"0,11,87",20,3,1,686,35,58,1,778.86
1,1,1385,1,93476,"67,21,39",7,3,1,184,80,54,4,115.02
0,0,810,1,11998,"65,23,72",29,3,1,614,39,18,4,749.12
0,0,86,2,54700,"52,95,82",64,3,1,807,12,24,4,678.26
1,0,1386,1,14926,"58,71,49",26,3,1,164,4,47,4,376.69
0,1,1666,2,91108,"5,87,48",8,3,1,27,1,34,2,440.86
0,1,957,2,44865,"90,34,75",46,3,1,887,30,32,2,288.54
0,0,1840,2,65259,"28,10,85",46,3,1,31,43,44,4,71.12
0,1,582,2,96773,"96,29,38",66,3,1,752,80,37,2,625.24
0,0,272,2,99182,"75,93,47",23,3,1,570,96,36,4,598.6
1,1,1015,1,77360,"52,17,69",67,3,1,526,60,47,3,567.47
1,1,76,1,43447,"76,39,40",6,3,1,333,53,28,1,837.29
0,1,203,1,46897,"40,34,19",83,3,1,447,20,31,4,633.18
1,1,1682,1,64412,"6,39,89",67,3,1,485,63,52,3,667.87
1,0,1570,2,79275,"66,83,31",39,3,1,593,45,59,3,295.51
1,0,1604,1,29048,"87,2,67",40,3,1,519,61,53,4,719.62
1,0,1600,1,76096,"7,61,58",95,3,1,473,14,40,1,525.57
0,1,1500,2,75772,"28,17,42",8,3,1,979,61,28,2,969.82
0,0,1214,2,75367,"70,86,60",37,3,1,502,69,30,3,920.72
1,0,261,2,77690,"42,64,71",22,3,1,940,72,21,3,197.29
0,1,432,1,35306,"31,57,76",59,3,1,876,43,27,3,760.67
0,0,501,2,77266,"24,71,88",82,3,1,399,81,42,2,556.93
0,0,1299,2,80400,"29,39,70",59,3,1,411,83,22,1,882.77
1,0,394,1,46123,"76,39,41",4,3,1,248,83,37,1,899.35
1,1,1589,2,82679,"78,10,21",13,3,1,179,97,51,2,948.89
1,0,390,2,45007,"73,93,23",56,3,1,674,25,42,2,319.54
1,0,1217,1,92156,"68,12,86",40,3,1,476,3,19,4,721.27
1,1,319,2,44899,"50,15,99",92,3,1,724,35,32,2,444.95
1,0,293,1,22459,"55,73,42",92,3,1,349,42,35,2,902.27
0,1,228,2,11513,"2,10,36",62,3,1,484,77,48,3,375.09
0,0,1941,2,47680,"4,19,28",21,3,1,897,8,39,3,969.82
1,1,951,2,47773,"27,13,33",17,3,1,593,35,38,4,669.5
1,0,1741,2,14281,"100,92,100",62,3,1,259,79,35,3,576.94
1,1,1470,2,81837,"72,77,12",19,3,1,808,75,31,3,41.56
1,1,1386,1,89790,"39,13,56",79,3,1,682,73,59,2,308.76
0,1,1376,2,82816,"97,42,59",51,3,1,725,57,56,3,828.86
0,1,1200,2,18449,"82,92,98",58,3,1,261,0,59,2,141.47
0,1,1402,1,20464,"32,38,65",59,3,1,211,26,55,3,639.95
1,1,1160,2,16155,"48,19,84",63,3,1,243,83,23,1,178.38
1,0,819,1,41333,"90,4,86",9,3,1,707,36,37,4,130.84
1,0,657,2,97244,"68,24,79",64,3,1,59,69,50,3,551.23
0,0,841,1,90438,"26,88,79",21,3,1,749,38,27,2,389.76
